Date	Price	Year	Week	Digital Year	Selected Years
09/01/03	1.688	2003	35	2003.6538	0
09/08/03	1.653	2003	36	2003.6731	0
09/15/03	1.636	2003	37	2003.6923	0
09/22/03	1.58	2003	38	2003.7115	0
09/29/03	1.524	2003	39	2003.7308	0
10/06/03	1.511	2003	40	2003.7500	0
10/13/03	1.515	2003	41	2003.7692	0
10/20/03	1.527	2003	42	2003.7885	0
10/27/03	1.499	2003	43	2003.8077	0
11/03/03	1.494	2003	44	2003.8269	0
11/10/03	1.464	2003	45	2003.8462	0
11/17/03	1.459	2003	46	2003.8654	0
11/24/03	1.478	2003	47	2003.8846	0
12/01/03	1.454	2003	48	2003.9038	0
12/08/03	1.441	2003	49	2003.9231	0
12/15/03	1.433	2003	50	2003.9423	0
12/22/03	1.459	2003	51	2003.9615	0
12/29/03	1.454	2003	52	2003.9808	0
01/05/04	1.492	2004	1	2004	0
01/12/04	1.544	2004	2	2004.0192	0
01/19/04	1.579	2004	3	2004.0385	0
01/26/04	1.604	2004	4	2004.0577	0
02/02/04	1.591	2004	5	2004.0769	0
02/09/04	1.609	2004	6	2004.0962	0
02/16/04	1.617	2004	7	2004.1154	0
02/23/04	1.641	2004	8	2004.1346	0
03/01/04	1.664	2004	9	2004.1538	0
03/08/04	1.69	2004	10	2004.1731	0
03/15/04	1.675	2004	11	2004.1923	0
03/22/04	1.698	2004	12	2004.2115	0
03/29/04	1.716	2004	13	2004.2308	0
04/05/04	1.737	2004	14	2004.2500	0
04/12/04	1.74	2004	15	2004.2692	0
04/19/04	1.773	2004	16	2004.2885	0
04/26/04	1.774	2004	17	2004.3077	0
05/03/04	1.811	2004	18	2004.3269	0
05/10/04	1.904	2004	19	2004.3462	0
05/17/04	1.979	2004	20	2004.3654	0
05/24/04	2.026	2004	21	2004.3846	0
05/31/04	2.004	2004	22	2004.4038	0
06/07/04	1.983	2004	23	2004.4231	0
06/14/04	1.926	2004	24	2004.4423	0
06/21/04	1.873	2004	25	2004.4615	0
06/28/04	1.859	2004	26	2004.4808	0
07/05/04	1.835	2004	27	2004.5000	0
07/12/04	1.869	2004	28	2004.5192	0
07/19/04	1.888	2004	29	2004.5385	0
07/26/04	1.861	2004	30	2004.5577	0
08/02/04	1.846	2004	31	2004.5769	0
08/09/04	1.839	2004	32	2004.5962	0
08/16/04	1.842	2004	33	2004.6154	0
08/23/04	1.854	2004	34	2004.6346	0
08/30/04	1.827	2004	35	2004.6538	0
09/06/04	1.815	2004	36	2004.6731	0
09/13/04	1.813	2004	37	2004.6923	0
09/20/04	1.839	2004	38	2004.7115	0
09/27/04	1.895	2004	39	2004.7308	0
10/04/04	1.902	2004	40	2004.7500	0
10/11/04	1.949	2004	41	2004.7692	0
10/18/04	1.984	2004	42	2004.7885	0
10/25/04	1.98	2004	43	2004.8077	0
11/01/04	1.986	2004	44	2004.8269	0
11/08/04	1.951	2004	45	2004.8462	0
11/15/04	1.918	2004	46	2004.8654	0
11/22/04	1.901	2004	47	2004.8846	0
11/29/04	1.903	2004	48	2004.9038	0
12/06/04	1.868	2004	49	2004.9231	0
12/13/04	1.799	2004	50	2004.9423	0
12/20/04	1.777	2004	51	2004.9615	0
12/27/04	1.754	2004	52	2004.9808	0
01/03/05	1.745	2005	1	2005	0
01/10/05	1.771	2005	2	2005.0192	0
01/17/05	1.802	2005	3	2005.0385	0
01/24/05	1.839	2005	4	2005.0577	0
01/31/05	1.896	2005	5	2005.0769	0
02/07/05	1.89	2005	6	2005.0962	0
02/14/05	1.873	2005	7	2005.1154	0
02/21/05	1.878	2005	8	2005.1346	0
02/28/05	1.904	2005	9	2005.1538	0
03/07/05	1.979	2005	10	2005.1731	0
03/14/05	2.039	2005	11	2005.1923	0
03/21/05	2.095	2005	12	2005.2115	0
03/28/05	2.137	2005	13	2005.2308	0
04/04/05	2.196	2005	14	2005.2500	0
04/11/05	2.251	2005	15	2005.2692	0
04/18/05	2.198	2005	16	2005.2885	0
04/25/05	2.197	2005	17	2005.3077	0
05/02/05	2.191	2005	18	2005.3269	0
05/09/05	2.137	2005	19	2005.3462	0
05/16/05	2.116	2005	20	2005.3654	0
05/23/05	2.077	2005	21	2005.3846	0
05/30/05	2.051	2005	22	2005.4038	0
06/06/05	2.078	2005	23	2005.4231	0
06/13/05	2.099	2005	24	2005.4423	0
06/20/05	2.128	2005	25	2005.4615	0
06/27/05	2.186	2005	26	2005.4808	0
07/04/05	2.189	2005	27	2005.5000	0
07/11/05	2.292	2005	28	2005.5192	0
07/18/05	2.272	2005	29	2005.5385	0
07/25/05	2.235	2005	30	2005.5577	0
08/01/05	2.239	2005	31	2005.5769	0
08/08/05	2.323	2005	32	2005.5962	0
08/15/05	2.519	2005	33	2005.6154	0
08/22/05	2.583	2005	34	2005.6346	0
08/29/05	2.581	2005	35	2005.6538	0
09/05/05	3.037	2005	36	2005.6731	0
09/12/05	2.912	2005	37	2005.6923	0
09/19/05	2.73	2005	38	2005.7115	0
09/26/05	2.767	2005	39	2005.7308	0
10/03/05	2.922	2005	40	2005.7500	0
10/10/05	2.828	2005	41	2005.7692	0
10/17/05	2.693	2005	42	2005.7885	0
10/24/05	2.564	2005	43	2005.8077	0
10/31/05	2.438	2005	44	2005.8269	0
11/07/05	2.336	2005	45	2005.8462	0
11/14/05	2.258	2005	46	2005.8654	0
11/21/05	2.168	2005	47	2005.8846	0
11/28/05	2.124	2005	48	2005.9038	0
12/05/05	2.127	2005	49	2005.9231	0
12/12/05	2.175	2005	50	2005.9423	0
12/19/05	2.205	2005	51	2005.9615	0
12/26/05	2.188	2005	52	2005.9808	0
01/02/06	2.236	2006	1	2006	0
01/09/06	2.321	2006	2	2006.0192	0
01/16/06	2.297	2006	3	2006.0385	0
01/23/06	2.314	2006	4	2006.0577	0
01/30/06	2.332	2006	5	2006.0769	0
02/06/06	2.31	2006	6	2006.0962	0
02/13/06	2.246	2006	7	2006.1154	0
02/20/06	2.205	2006	8	2006.1346	0
02/27/06	2.236	2006	9	2006.1538	0
03/06/06	2.321	2006	10	2006.1731	0
03/13/06	2.355	2006	11	2006.1923	0
03/20/06	2.495	2006	12	2006.2115	0
03/27/06	2.479	2006	13	2006.2308	0
04/03/06	2.567	2006	14	2006.2500	0
04/10/06	2.663	2006	15	2006.2692	0
04/17/06	2.764	2006	16	2006.2885	0
04/24/06	2.881	2006	17	2006.3077	0
05/01/06	2.866	2006	18	2006.3269	0
05/08/06	2.834	2006	19	2006.3462	0
05/15/06	2.871	2006	20	2006.3654	0
05/22/06	2.801	2006	21	2006.3846	0
05/29/06	2.784	2006	22	2006.4038	0
06/05/06	2.811	2006	23	2006.4231	0
06/12/06	2.833	2006	24	2006.4423	0
06/19/06	2.793	2006	25	2006.4615	0
06/26/06	2.796	2006	26	2006.4808	0
07/03/06	2.873	2006	27	2006.5000	0
07/10/06	2.91	2006	28	2006.5192	0
07/17/06	2.928	2006	29	2006.5385	0
07/24/06	2.95	2006	30	2006.5577	0
07/31/06	2.955	2006	31	2006.5769	0
08/07/06	3.004	2006	32	2006.5962	0
08/14/06	2.958	2006	33	2006.6154	0
08/21/06	2.877	2006	34	2006.6346	0
08/28/06	2.8	2006	35	2006.6538	0
09/04/06	2.68	2006	36	2006.6731	0
09/11/06	2.563	2006	37	2006.6923	0
09/18/06	2.441	2006	38	2006.7115	0
09/25/06	2.32	2006	39	2006.7308	0
10/02/06	2.263	2006	40	2006.7500	0
10/09/06	2.222	2006	41	2006.7692	0
10/16/06	2.195	2006	42	2006.7885	0
10/23/06	2.186	2006	43	2006.8077	0
10/30/06	2.204	2006	44	2006.8269	0
11/06/06	2.189	2006	45	2006.8462	0
11/13/06	2.216	2006	46	2006.8654	0
11/20/06	2.218	2006	47	2006.8846	0
11/27/06	2.221	2006	48	2006.9038	0
12/04/06	2.277	2006	49	2006.9231	0
12/11/06	2.267	2006	50	2006.9423	0
12/18/06	2.29	2006	51	2006.9615	0
12/25/06	2.303	2006	52	2006.9808	0
01/01/07	2.296	2007	1	2007	0
01/08/07	2.258	2007	2	2007.0192	0
01/15/07	2.173	2007	3	2007.0385	0
01/22/07	2.107	2007	4	2007.0577	0
01/29/07	2.119	2007	5	2007.0769	0
02/05/07	2.151	2007	6	2007.0962	0
02/12/07	2.198	2007	7	2007.1154	0
02/19/07	2.251	2007	8	2007.1346	0
02/26/07	2.338	2007	9	2007.1538	0
03/05/07	2.46	2007	10	2007.1731	0
03/12/07	2.499	2007	11	2007.1923	0
03/19/07	2.511	2007	12	2007.2115	0
03/26/07	2.54	2007	13	2007.2308	0
04/02/07	2.636	2007	14	2007.2500	0
04/09/07	2.746	2007	15	2007.2692	0
04/16/07	2.822	2007	16	2007.2885	0
04/23/07	2.811	2007	17	2007.3077	0
04/30/07	2.922	2007	18	2007.3269	0
05/07/07	3.002	2007	19	2007.3462	0
05/14/07	3.069	2007	20	2007.3654	0
05/21/07	3.211	2007	21	2007.3846	0
05/28/07	3.195	2007	22	2007.4038	0
06/04/07	3.132	2007	23	2007.4231	0
06/11/07	3.04	2007	24	2007.4423	0
06/18/07	2.974	2007	25	2007.4615	0
06/25/07	2.951	2007	26	2007.4808	0
07/02/07	2.933	2007	27	2007.5000	0
07/09/07	2.971	2007	28	2007.5192	0
07/16/07	3.046	2007	29	2007.5385	0
07/23/07	2.938	2007	30	2007.5577	0
07/30/07	2.849	2007	31	2007.5769	0
08/06/07	2.816	2007	32	2007.5962	0
08/13/07	2.752	2007	33	2007.6154	0
08/20/07	2.783	2007	34	2007.6346	0
08/27/07	2.756	2007	35	2007.6538	0
09/03/07	2.818	2007	36	2007.6731	0
09/10/07	2.84	2007	37	2007.6923	0
09/17/07	2.792	2007	38	2007.7115	0
09/24/07	2.816	2007	39	2007.7308	0
10/01/07	2.784	2007	40	2007.7500	0
10/08/07	2.761	2007	41	2007.7692	0
10/15/07	2.746	2007	42	2007.7885	0
10/22/07	2.806	2007	43	2007.8077	0
10/29/07	2.859	2007	44	2007.8269	0
11/05/07	3.007	2007	45	2007.8462	0
11/12/07	3.101	2007	46	2007.8654	0
11/19/07	3.077	2007	47	2007.8846	0
11/26/07	3.072	2007	48	2007.9038	0
12/03/07	3.029	2007	49	2007.9231	0
12/10/07	2.957	2007	50	2007.9423	0
12/17/07	2.962	2007	51	2007.9615	0
12/24/07	2.943	2007	52	2007.9808	0
12/31/07	3.028	2007	53	2008	0
01/07/08	3.088	2008	1	2008	0
01/14/08	3.041	2008	2	2008.0192	0
01/21/08	2.991	2008	3	2008.0385	0
01/28/08	2.953	2008	4	2008.0577	0
02/04/08	2.966	2008	5	2008.0769	0
02/11/08	2.947	2008	6	2008.0962	0
02/18/08	3.035	2008	7	2008.1154	0
02/25/08	3.115	2008	8	2008.1346	0
03/03/08	3.137	2008	9	2008.1538	0
03/10/08	3.2	2008	10	2008.1731	0
03/17/08	3.257	2008	11	2008.1923	0
03/24/08	3.224	2008	12	2008.2115	0
03/31/08	3.259	2008	13	2008.2308	0
04/07/08	3.299	2008	14	2008.2500	0
04/14/08	3.35	2008	15	2008.2692	0
04/21/08	3.467	2008	16	2008.2885	0
04/28/08	3.566	2008	17	2008.3077	0
05/05/08	3.571	2008	18	2008.3269	0
05/12/08	3.694	2008	19	2008.3462	0
05/19/08	3.762	2008	20	2008.3654	0
05/26/08	3.913	2008	21	2008.3846	0
06/02/08	3.932	2008	22	2008.4038	0
06/09/08	3.979	2008	23	2008.4231	0
06/16/08	4.007	2008	24	2008.4423	0
06/23/08	4.002	2008	25	2008.4615	0
06/30/08	4.027	2008	26	2008.4808	0
07/07/08	4.051	2008	27	2008.5000	0
07/14/08	4.054	2008	28	2008.5192	0
07/21/08	4.005	2008	29	2008.5385	0
07/28/08	3.896	2008	30	2008.5577	0
08/04/08	3.828	2008	31	2008.5769	0
08/11/08	3.764	2008	32	2008.5962	0
08/18/08	3.706	2008	33	2008.6154	0
08/25/08	3.66	2008	34	2008.6346	0
09/01/08	3.667	2008	35	2008.6538	0
09/08/08	3.637	2008	36	2008.6731	0
09/15/08	3.867	2008	37	2008.6923	0
09/22/08	3.732	2008	38	2008.7115	0
09/29/08	3.644	2008	39	2008.7308	0
10/06/08	3.485	2008	40	2008.7500	0
10/13/08	3.109	2008	41	2008.7692	0
10/20/08	2.855	2008	42	2008.7885	0
10/27/08	2.589	2008	43	2008.8077	0
11/03/08	2.34	2008	44	2008.8269	0
11/10/08	2.17	2008	45	2008.8462	0
11/17/08	2.027	2008	46	2008.8654	0
11/24/08	1.857	2008	47	2008.8846	0
12/01/08	1.79	2008	48	2008.9038	0
12/08/08	1.681	2008	49	2008.9231	0
12/15/08	1.648	2008	50	2008.9423	0
12/22/08	1.635	2008	51	2008.9615	0
12/29/08	1.59	2008	52	2008.9808	0
01/05/09	1.672	2009	1	2009	0
01/12/09	1.772	2009	2	2009.0192	0
01/19/09	1.832	2009	3	2009.0385	0
01/26/09	1.813	2009	4	2009.0577	0
02/02/09	1.871	2009	5	2009.0769	0
02/09/09	1.897	2009	6	2009.0962	0
02/16/09	1.931	2009	7	2009.1154	0
02/23/09	1.868	2009	8	2009.1346	0
03/02/09	1.91	2009	9	2009.1538	0
03/09/09	1.918	2009	10	2009.1731	0
03/16/09	1.885	2009	11	2009.1923	0
03/23/09	1.944	2009	12	2009.2115	0
03/30/09	2.03	2009	13	2009.2308	0
04/06/09	2.011	2009	14	2009.2500	0
04/13/09	2.025	2009	15	2009.2692	0
04/20/09	2.031	2009	16	2009.2885	0
04/27/09	2.016	2009	17	2009.3077	0
05/04/09	2.045	2009	18	2009.3269	0
05/11/09	2.218	2009	19	2009.3462	0
05/18/09	2.281	2009	20	2009.3654	0
05/25/09	2.414	2009	21	2009.3846	0
06/01/09	2.502	2009	22	2009.4038	0
06/08/09	2.6	2009	23	2009.4231	0
06/15/09	2.639	2009	24	2009.4423	0
06/22/09	2.65	2009	25	2009.4615	0
06/29/09	2.593	2009	26	2009.4808	0
07/06/09	2.563	2009	27	2009.5000	0
07/13/09	2.479	2009	28	2009.5192	0
07/20/09	2.411	2009	29	2009.5385	0
07/27/09	2.46	2009	30	2009.5577	0
08/03/09	2.511	2009	31	2009.5769	0
08/10/09	2.596	2009	32	2009.5962	0
08/17/09	2.58	2009	33	2009.6154	0
08/24/09	2.572	2009	34	2009.6346	0
08/31/09	2.553	2009	35	2009.6538	0
09/07/09	2.519	2009	36	2009.6731	0
09/14/09	2.499	2009	37	2009.6923	0
09/21/09	2.477	2009	38	2009.7115	0
09/28/09	2.425	2009	39	2009.7308	0
10/05/09	2.396	2009	40	2009.7500	0
10/12/09	2.432	2009	41	2009.7692	0
10/19/09	2.532	2009	42	2009.7885	0
10/26/09	2.641	2009	43	2009.8077	0
11/02/09	2.66	2009	44	2009.8269	0
11/09/09	2.627	2009	45	2009.8462	0
11/16/09	2.585	2009	46	2009.8654	0
11/23/09	2.603	2009	47	2009.8846	0
11/30/09	2.594	2009	48	2009.9038	0
12/07/09	2.601	2009	49	2009.9231	0
12/14/09	2.56	2009	50	2009.9423	0
12/21/09	2.546	2009	51	2009.9615	0
12/28/09	2.564	2009	52	2009.9808	0
01/04/10	2.627	2010	1	2010	0
01/11/10	2.717	2010	2	2010.0192	0
01/18/10	2.703	2010	3	2010.0385	0
01/25/10	2.666	2010	4	2010.0577	0
02/01/10	2.618	2010	5	2010.0769	0
02/08/10	2.611	2010	6	2010.0962	0
02/15/10	2.563	2010	7	2010.1154	0
02/22/10	2.621	2010	8	2010.1346	0
03/01/10	2.671	2010	9	2010.1538	0
03/08/10	2.721	2010	10	2010.1731	0
03/15/10	2.76	2010	11	2010.1923	0
03/22/10	2.792	2010	12	2010.2115	0
03/29/10	2.765	2010	13	2010.2308	0
04/05/10	2.795	2010	14	2010.2500	0
04/12/10	2.829	2010	15	2010.2692	0
04/19/10	2.831	2010	16	2010.2885	0
04/26/10	2.815	2010	17	2010.3077	0
05/03/10	2.864	2010	18	2010.3269	0
05/10/10	2.87	2010	19	2010.3462	0
05/17/10	2.823	2010	20	2010.3654	0
05/24/10	2.741	2010	21	2010.3846	0
05/31/10	2.679	2010	22	2010.4038	0
06/07/10	2.674	2010	23	2010.4231	0
06/14/10	2.652	2010	24	2010.4423	0
06/21/10	2.696	2010	25	2010.4615	0
06/28/10	2.712	2010	26	2010.4808	0
07/05/10	2.676	2010	27	2010.5000	0
07/12/10	2.666	2010	28	2010.5192	0
07/19/10	2.672	2010	29	2010.5385	0
07/26/10	2.703	2010	30	2010.5577	0
08/02/10	2.687	2010	31	2010.5769	0
08/09/10	2.74	2010	32	2010.5962	0
08/16/10	2.696	2010	33	2010.6154	0
08/23/10	2.653	2010	34	2010.6346	0
08/30/10	2.64	2010	35	2010.6538	0
09/06/10	2.647	2010	36	2010.6731	0
09/13/10	2.695	2010	37	2010.6923	0
09/20/10	2.703	2010	38	2010.7115	0
09/27/10	2.668	2010	39	2010.7308	0
10/04/10	2.705	2010	40	2010.7500	0
10/11/10	2.793	2010	41	2010.7692	0
10/18/10	2.795	2010	42	2010.7885	0
10/25/10	2.772	2010	43	2010.8077	0
11/01/10	2.76	2010	44	2010.8269	0
11/08/10	2.832	2010	45	2010.8462	0
11/15/10	2.849	2010	46	2010.8654	0
11/22/10	2.828	2010	47	2010.8846	0
11/29/10	2.805	2010	48	2010.9038	0
12/06/10	2.917	2010	49	2010.9231	0
12/13/10	2.937	2010	50	2010.9423	0
12/20/10	2.934	2010	51	2010.9615	0
12/27/10	3.015	2010	52	2010.9808	0
01/03/11	3.034	2011	1	2011	1
01/10/11	3.052	2011	2	2011.0192	1
01/17/11	3.068	2011	3	2011.0385	1
01/24/11	3.074	2011	4	2011.0577	1
01/31/11	3.061	2011	5	2011.0769	1
02/07/11	3.094	2011	6	2011.0962	1
02/14/11	3.095	2011	7	2011.1154	1
02/21/11	3.141	2011	8	2011.1346	1
02/28/11	3.341	2011	9	2011.1538	1
03/07/11	3.473	2011	10	2011.1731	1
03/14/11	3.517	2011	11	2011.1923	1
03/21/11	3.507	2011	12	2011.2115	1
03/28/11	3.538	2011	13	2011.2308	1
04/04/11	3.635	2011	14	2011.2500	1
04/11/11	3.743	2011	15	2011.2692	1
04/18/11	3.787	2011	16	2011.2885	1
04/25/11	3.817	2011	17	2011.3077	1
05/02/11	3.906	2011	18	2011.3269	1
05/09/11	3.907	2011	19	2011.3462	1
05/16/11	3.905	2011	20	2011.3654	1
05/23/11	3.788	2011	21	2011.3846	1
05/30/11	3.741	2011	22	2011.4038	1
06/06/11	3.738	2011	23	2011.4231	1
06/13/11	3.664	2011	24	2011.4423	1
06/20/11	3.597	2011	25	2011.4615	1
06/27/11	3.513	2011	26	2011.4808	1
07/04/11	3.534	2011	27	2011.5000	1
07/11/11	3.608	2011	28	2011.5192	1
07/18/11	3.648	2011	29	2011.5385	1
07/25/11	3.667	2011	30	2011.5577	1
08/01/11	3.684	2011	31	2011.5769	1
08/08/11	3.646	2011	32	2011.5962	1
08/15/11	3.576	2011	33	2011.6154	1
08/22/11	3.552	2011	34	2011.6346	1
08/29/11	3.601	2011	35	2011.6538	1
09/05/11	3.643	2011	36	2011.6731	1
09/12/11	3.629	2011	37	2011.6923	1
09/19/11	3.56	2011	38	2011.7115	1
09/26/11	3.461	2011	39	2011.7308	1
10/03/11	3.381	2011	40	2011.7500	1
10/10/11	3.368	2011	41	2011.7692	1
10/17/11	3.431	2011	42	2011.7885	1
10/24/11	3.415	2011	43	2011.8077	1
10/31/11	3.405	2011	44	2011.8269	1
11/07/11	3.37	2011	45	2011.8462	1
11/14/11	3.388	2011	46	2011.8654	1
11/21/11	3.312	2011	47	2011.8846	1
11/28/11	3.248	2011	48	2011.9038	1
12/05/11	3.24	2011	49	2011.9231	1
12/12/11	3.244	2011	50	2011.9423	1
12/19/11	3.183	2011	51	2011.9615	1
12/26/11	3.213	2011	52	2011.9808	1
01/02/12	3.254	2012	1	2012	1
01/09/12	3.333	2012	2	2012.0192	1
01/16/12	3.342	2012	3	2012.0385	1
01/23/12	3.333	2012	4	2012.0577	1
01/30/12	3.386	2012	5	2012.0769	1
02/06/12	3.436	2012	6	2012.0962	1
02/13/12	3.466	2012	7	2012.1154	1
02/20/12	3.523	2012	8	2012.1346	1
02/27/12	3.641	2012	9	2012.1538	1
03/05/12	3.717	2012	10	2012.1731	1
03/12/12	3.747	2012	11	2012.1923	1
03/19/12	3.787	2012	12	2012.2115	1
03/26/12	3.843	2012	13	2012.2308	1
04/02/12	3.874	2012	14	2012.2500	1
04/09/12	3.877	2012	15	2012.2692	1
04/16/12	3.867	2012	16	2012.2885	1
04/23/12	3.805	2012	17	2012.3077	1
04/30/12	3.764	2012	18	2012.3269	1
05/07/12	3.718	2012	19	2012.3462	1
05/14/12	3.658	2012	20	2012.3654	1
05/21/12	3.622	2012	21	2012.3846	1
05/28/12	3.575	2012	22	2012.4038	1
06/04/12	3.518	2012	23	2012.4231	1
06/11/12	3.489	2012	24	2012.4423	1
06/18/12	3.473	2012	25	2012.4615	1
06/25/12	3.378	2012	26	2012.4808	1
07/02/12	3.291	2012	27	2012.5000	1
07/09/12	3.357	2012	28	2012.5192	1
07/16/12	3.364	2012	29	2012.5385	1
07/23/12	3.435	2012	30	2012.5577	1
07/30/12	3.45	2012	31	2012.5769	1
08/06/12	3.606	2012	32	2012.5962	1
08/13/12	3.662	2012	33	2012.6154	1
08/20/12	3.682	2012	34	2012.6346	1
08/27/12	3.722	2012	35	2012.6538	1
09/03/12	3.797	2012	36	2012.6731	1
09/10/12	3.799	2012	37	2012.6923	1
09/17/12	3.832	2012	38	2012.7115	1
09/24/12	3.775	2012	39	2012.7308	1
10/01/12	3.75	2012	40	2012.7500	1
10/08/12	3.742	2012	41	2012.7692	1
10/15/12	3.713	2012	42	2012.7885	1
10/22/12	3.582	2012	43	2012.8077	1
10/29/12	3.48	2012	44	2012.8269	1
11/05/12	3.406	2012	45	2012.8462	1
11/12/12	3.372	2012	46	2012.8654	1
11/19/12	3.36	2012	47	2012.8846	1
11/26/12	3.382	2012	48	2012.9038	1
12/03/12	3.337	2012	49	2012.9231	1
12/10/12	3.297	2012	50	2012.9423	1
12/17/12	3.198	2012	51	2012.9615	1
12/24/12	3.205	2012	52	2012.9808	1
12/31/12	3.245	2012	53	2013	1
01/07/13	3.233	2013	1	2013	1
01/14/13	3.236	2013	2	2013.0192	1
01/21/13	3.254	2013	3	2013.0385	1
01/28/13	3.296	2013	4	2013.0577	1
02/04/13	3.471	2013	5	2013.0769	1
02/11/13	3.537	2013	6	2013.0962	1
02/18/13	3.69	2013	7	2013.1154	1
02/25/13	3.722	2013	8	2013.1346	1
03/04/13	3.698	2013	9	2013.1538	1
03/11/13	3.644	2013	10	2013.1731	1
03/18/13	3.633	2013	11	2013.1923	1
03/25/13	3.616	2013	12	2013.2115	1
04/01/13	3.572	2013	13	2013.2308	1
04/08/13	3.539	2013	14	2013.2500	1
04/15/13	3.469	2013	15	2013.2692	1
04/22/13	3.472	2013	16	2013.2885	1
04/29/13	3.455	2013	17	2013.3077	1
05/06/13	3.478	2013	18	2013.3269	1
05/13/13	3.543	2013	19	2013.3462	1
05/20/13	3.636	2013	20	2013.3654	1
05/27/13	3.601	2013	21	2013.3846	1
06/03/13	3.61	2013	22	2013.4038	1
06/10/13	3.619	2013	23	2013.4231	1
06/17/13	3.577	2013	24	2013.4423	1
06/24/13	3.498	2013	25	2013.4615	1
07/01/13	3.41	2013	26	2013.4808	0
07/08/13	3.413	2013	27	2013.5000	0
07/15/13	3.57	2013	28	2013.5192	0
07/22/13	3.612	2013	29	2013.5385	0
07/29/13	3.57	2013	30	2013.5577	0
08/05/13	3.566	2013	31	2013.5769	0
08/12/13	3.493	2013	32	2013.5962	0
08/19/13	3.496	2013	33	2013.6154	0
08/26/13	3.504	2013	34	2013.6346	0
09/02/13	3.575	2013	35	2013.6538	0
09/09/13	3.54	2013	36	2013.6731	0
09/16/13	3.475	2013	37	2013.6923	0
09/23/13	3.425	2013	38	2013.7115	0
09/30/13	3.354	2013	39	2013.7308	0
10/07/13	3.298	2013	40	2013.7500	0
10/14/13	3.296	2013	41	2013.7692	0
10/21/13	3.31	2013	42	2013.7885	0
10/28/13	3.235	2013	43	2013.8077	0
11/04/13	3.209	2013	44	2013.8269	0
11/11/13	3.133	2013	45	2013.8462	0
11/18/13	3.161	2013	46	2013.8654	0
11/25/13	3.241	2013	47	2013.8846	0
12/02/13	3.209	2013	48	2013.9038	0
12/09/13	3.208	2013	49	2013.9231	0
12/16/13	3.165	2013	50	2013.9423	0
12/23/13	3.198	2013	51	2013.9615	0
12/30/13	3.264	2013	52	2013.9808	0
01/06/14	3.261	2014	1	2014	0
01/13/14	3.267	2014	2	2014.0192	0
01/20/14	3.24	2014	3	2014.0385	0
01/27/14	3.241	2014	4	2014.0577	0
02/03/14	3.243	2014	5	2014.0769	0
02/10/14	3.257	2014	6	2014.0962	0
02/17/14	3.326	2014	7	2014.1154	0
02/24/14	3.394	2014	8	2014.1346	0
03/03/14	3.421	2014	9	2014.1538	0
03/10/14	3.452	2014	10	2014.1731	0
03/17/14	3.489	2014	11	2014.1923	0
03/24/14	3.487	2014	12	2014.2115	0
03/31/14	3.521	2014	13	2014.2308	0
04/07/14	3.533	2014	14	2014.2500	0
04/14/14	3.581	2014	15	2014.2692	0
04/21/14	3.612	2014	16	2014.2885	0
04/28/14	3.635	2014	17	2014.3077	0
05/05/14	3.606	2014	18	2014.3269	0
05/12/14	3.597	2014	19	2014.3462	0
05/19/14	3.593	2014	20	2014.3654	0
05/26/14	3.607	2014	21	2014.3846	0
06/02/14	3.624	2014	22	2014.4038	0
06/09/14	3.61	2014	23	2014.4231	0
06/16/14	3.621	2014	24	2014.4423	0
06/23/14	3.639	2014	25	2014.4615	0
06/30/14	3.635	2014	26	2014.4808	0
07/07/14	3.605	2014	27	2014.5000	0
07/14/14	3.56	2014	28	2014.5192	0
07/21/14	3.523	2014	29	2014.5385	0
07/28/14	3.468	2014	30	2014.5577	0
08/04/14	3.449	2014	31	2014.5769	0
08/11/14	3.447	2014	32	2014.5962	0
08/18/14	3.408	2014	33	2014.6154	0
08/25/14	3.397	2014	34	2014.6346	0
09/01/14	3.41	2014	35	2014.6538	0
09/08/14	3.406	2014	36	2014.6731	0
09/15/14	3.352	2014	37	2014.6923	0
09/22/14	3.296	2014	38	2014.7115	0
09/29/14	3.304	2014	39	2014.7308	0
10/06/14	3.246	2014	40	2014.7500	0
10/13/14	3.147	2014	41	2014.7692	0
10/20/14	3.07	2014	42	2014.7885	0
10/27/14	3.016	2014	43	2014.8077	0
11/03/14	2.956	2014	44	2014.8269	0
11/10/14	2.907	2014	45	2014.8462	0
11/17/14	2.856	2014	46	2014.8654	0
11/24/14	2.781	2014	47	2014.8846	0
12/01/14	2.738	2014	48	2014.9038	0
12/08/14	2.634	2014	49	2014.9231	0
12/15/14	2.499	2014	50	2014.9423	0
12/22/14	2.341	2014	51	2014.9615	0
12/29/14	2.229	2014	52	2014.9808	0
01/05/15	2.136	2015	1	2015	0
01/12/15	2.066	2015	2	2015.0192	0
01/19/15	1.999	2015	3	2015.0385	0
01/26/15	1.982	2015	4	2015.0577	0
02/02/15	2.013	2015	5	2015.0769	0
02/09/15	2.133	2015	6	2015.0962	0
02/16/15	2.206	2015	7	2015.1154	0
02/23/15	2.256	2015	8	2015.1346	0
03/02/15	2.36	2015	9	2015.1538	0
03/09/15	2.367	2015	10	2015.1731	0
03/16/15	2.339	2015	11	2015.1923	0
03/23/15	2.347	2015	12	2015.2115	0
03/30/15	2.348	2015	13	2015.2308	0
04/06/15	2.315	2015	14	2015.2500	0
04/13/15	2.317	2015	15	2015.2692	0
04/20/15	2.393	2015	16	2015.2885	0
04/27/15	2.451	2015	17	2015.3077	0
